# iTOW 10185400
# iTOW 10266800
D 0000.159 17.1  52.3
D 0000.158 16.9  52.1
D 0000.158 17.2  52.8
D 0000.159 16.8  52.5
D 0000.159 16.9  53.4
D 0000.159 17.2  53.0
D 0000.158 16.9  52.3
D 0000.158 17.0  52.5
D 0000.159 17.2  52.1
D 0000.158 17.2  52.0
D 0000.158 17.1  52.7
D 0000.158 17.2  52.6
D 0000.158 17.1  52.6
D 0000.158 17.3  53.1
D 0000.159 17.0  52.6
D 0000.158 16.4  52.3
D 0000.158 16.1  52.8
D 0000.158 16.6  52.8
D 0000.159 16.8  52.5
D 0000.158 17.2  52.3
D 0000.158 17.0  53.0
D 0000.159 17.1  53.3
# end 10266800
# iTOW 10271000
D 0000.159 17.2  52.5
D 0000.158 17.1  52.6
D 0000.158 17.5  53.0
D 0000.159 17.1  52.6
D 0000.159 17.0  52.9
D 0000.158 17.0  52.3
D 0000.159 17.2  53.1
D 0000.158 17.6  52.5
D 0000.159 17.2  52.1
D 0000.158 17.3  52.7
D 0000.158 16.8  52.5
D 0000.159 17.1  53.1
D 0000.159 16.8  53.1
D 0000.158 17.4  52.1
D 0000.158 16.8  52.3
D 0000.158 16.2  53.1
D 0000.159 17.5  52.3
D 0000.159 16.2  52.3
D 0000.158 16.4  52.3
D 0000.158 16.4  52.9
D 0000.159 16.8  52.2
D 0000.158 17.0  52.3
# end 10271000
# iTOW 10275400
D 0000.159 16.6  52.7
D 0000.158 17.0  52.5
D 0000.158 17.1  51.8
D 0000.159 16.4  52.9
D 0000.159 16.8  52.7
D 0000.159 16.9  52.2
D 0000.159 17.4  52.8
D 0000.158 17.2  53.1
D 0000.158 17.1  52.5
D 0000.158 17.0  52.2
D 0000.158 16.4  52.0
D 0000.159 16.8  52.4
D 0000.158 17.3  52.3
D 0000.159 17.0  52.0
D 0000.158 16.9  53.0
D 0000.158 17.3  52.4
D 0000.158 16.6  53.3
D 0000.159 17.1  52.5
D 0000.158 17.0  52.5
D 0000.159 16.6  52.5
D 0000.159 16.7  52.9
D 0000.159 16.9  52.9
# end 10275400
# iTOW 10279600
D 0000.158 17.2  52.7
D 0000.158 17.1  52.6
D 0000.159 16.2  52.5
D 0000.159 16.7  52.2
D 0000.159 16.7  52.2
D 0000.158 17.0  52.7
D 0000.158 17.0  52.5
D 0000.158 17.2  52.3
D 0000.158 16.7  53.1
D 0000.159 16.8  52.2
D 0000.159 16.7  52.3
D 0000.158 17.1  52.3
D 0000.159 17.0  53.0
D 0000.158 16.4  52.5
D 0000.159 17.6  52.5
D 0000.158 17.6  52.1
D 0000.158 16.8  52.6
D 0000.159 17.1  52.9
D 0000.158 16.8  53.1
D 0000.159 17.0  52.5
D 0000.159 17.2  52.5
D 0000.159 16.4  52.6
# end 10279600
# iTOW 10284000
D 0000.158 16.7  52.2
D 0000.159 16.6  52.4
D 0000.159 16.7  52.8
D 0000.158 17.0  53.0
D 0000.159 17.0  52.7
D 0000.158 16.9  52.0
D 0000.159 17.3  52.5
D 0000.159 17.2  51.6
D 0000.159 17.0  52.4
D 0000.159 16.9  52.6
D 0000.159 17.2  53.0
D 0000.159 17.2  51.7
D 0000.159 16.9  52.1
D 0000.159 17.1  53.1
D 0000.158 17.1  52.5
D 0000.158 17.3  52.7
D 0000.159 17.2  52.2
D 0000.159 17.1  53.0
D 0000.159 16.1  52.6
D 0000.158 16.7  52.9
D 0000.158 16.9  53.3
D 0000.159 17.1  52.7
# end 10284000
# iTOW 10288200
D 0000.159 16.9  52.8
D 0000.159 17.0  51.6
D 0000.158 16.7  52.6
D 0000.159 17.2  52.6
D 0000.158 16.7  52.4
D 0000.158 17.1  52.7
D 0000.159 16.2  52.5
D 0000.158 17.0  52.5
D 0000.158 17.4  52.1
D 0000.159 17.6  52.6
D 0000.159 17.0  52.6
D 0000.159 16.8  52.9
D 0000.158 17.2  52.2
D 0000.159 16.2  53.1
D 0000.159 17.3  52.2
D 0000.159 16.6  53.1
D 0000.159 17.0  53.1
D 0000.158 16.6  53.3
D 0000.159 17.0  52.0
D 0000.159 17.1  52.6
D 0000.159 17.1  52.4
D 0000.159 16.9  52.5
# end 10288200
# iTOW 10292600
D 0000.159 16.6  52.5
D 0000.158 17.2  52.7
D 0000.158 17.0  52.5
D 0000.158 17.3  51.9
D 0000.158 17.2  52.6
D 0000.159 16.8  53.1
D 0000.158 16.8  52.0
D 0000.158 16.6  51.7
D 0000.159 16.8  51.9
D 0000.159 16.7  51.7
D 0000.159 17.0  52.8
D 0000.158 17.0  52.7
D 0000.158 17.0  52.1
D 0000.158 17.0  52.4
D 0000.158 17.0  52.2
D 0000.159 16.4  53.0
D 0000.158 16.6  52.2
D 0000.158 16.9  52.1
D 0000.158 17.1  52.0
D 0000.159 17.0  52.8
D 0000.158 17.2  52.8
D 0000.159 17.5  52.0
# end 10292600
# iTOW 10311400
D 0000.159 16.8  52.7
D 0000.159 16.9  52.3
D 0000.159 16.8  53.1
D 0000.159 17.1  52.0
D 0000.159 17.1  52.2
D 0000.159 16.9  53.0
D 0000.159 17.1  52.2
D 0000.158 16.8  53.3
D 0000.158 16.9  52.8
D 0000.159 17.2  52.3
D 0000.158 17.0  51.9
D 0000.159 16.4  52.7
D 0000.158 16.2  52.4
D 0000.159 16.1  52.7
D 0000.158 16.9  52.2
D 0000.158 16.7  52.3
D 0000.158 17.0  53.0
D 0000.159 17.3  52.0
D 0000.159 17.3  53.3
D 0000.159 17.5  52.6
D 0000.158 17.0  52.3
D 0000.159 17.1  52.1
# end 10311400
# iTOW 10315600
D 0000.158 17.0  52.2
D 0000.158 16.8  51.7
D 0000.159 17.0  52.5
D 0000.158 16.9  52.5
D 0000.159 17.0  51.8
D 0000.158 16.7  52.7
D 0000.159 16.7  53.0
D 0000.159 16.7  53.2
D 0000.158 17.3  52.2
D 0000.159 15.8  52.6
D 0000.158 17.1  52.3
D 0000.158 16.2  52.8
D 0000.159 17.0  51.7
D 0000.159 16.4  52.4
D 0000.159 17.3  52.1
D 0000.159 17.0  52.4
D 0000.158 17.1  53.1
D 0000.159 16.2  52.7
D 0000.158 17.1  53.0
D 0000.159 16.9  52.6
D 0000.159 16.6  52.0
D 0000.158 17.0  52.8
# end 10315600
# iTOW 10320000
D 0000.159 16.6  52.2
D 0000.159 16.7  53.2
D 0000.159 17.2  52.3
D 0000.159 17.0  52.1
D 0000.158 16.9  52.6
D 0000.158 16.6  52.5
D 0000.159 17.2  52.9
D 0000.159 17.0  52.7
D 0000.159 17.2  52.7
D 0000.159 16.4  52.6
D 0000.159 17.1  52.6
D 0000.158 17.2  51.9
D 0000.159 17.3  52.4
D 0000.158 16.4  52.7
D 0000.158 16.2  52.5
D 0000.159 16.9  52.7
D 0000.158 17.2  52.3
D 0000.158 17.3  52.5
D 0000.158 16.8  52.2
D 0000.159 17.1  52.2
D 0000.158 16.4  52.7
D 0000.158 16.4  53.0
# end 10320000
# iTOW 10336600
D 0000.159 16.7  52.5
D 0000.159 16.1  53.1
D 0000.159 17.2  52.5
D 0000.158 15.9  52.2
D 0000.158 17.0  53.2
D 0000.159 17.2  52.5
D 0000.158 16.6  52.0
D 0000.159 17.0  52.8
D 0000.159 17.1  52.3
D 0000.158 16.4  52.0
D 0000.159 17.0  52.3
D 0000.158 16.8  52.7
D 0000.158 16.7  52.7
D 0000.158 16.8  52.2
D 0000.159 17.0  52.5
D 0000.158 17.0  53.0
D 0000.159 17.1  52.5
D 0000.159 17.1  52.2
D 0000.158 16.9  52.1
D 0000.158 17.2  52.5
D 0000.158 16.2  52.3
D 0000.159 16.7  52.5
# end 10336600
# iTOW 10340800
D 0000.159 16.7  52.3
D 0000.159 17.3  52.2
D 0000.158 17.0  53.0
D 0000.158 17.4  52.2
D 0000.158 17.4  52.3
D 0000.158 17.0  52.7
D 0000.158 17.3  52.2
D 0000.159 16.4  52.8
D 0000.158 17.2  52.6
D 0000.159 16.9  52.3
D 0000.159 16.4  52.2
D 0000.158 16.6  52.9
D 0000.159 16.4  52.6
D 0000.158 17.3  52.8
D 0000.158 17.2  52.0
D 0000.158 17.1  52.2
D 0000.158 16.7  52.6
D 0000.158 17.1  52.7
D 0000.159 16.2  53.0
D 0000.159 16.9  52.7
D 0000.159 17.3  52.2
D 0000.158 16.8  53.0
# end 10340800
# iTOW 10345000
D 0000.159 16.9  52.7
D 0000.159 17.0  52.5
D 0000.158 16.8  53.1
D 0000.158 17.3  52.5
D 0000.159 16.4  52.4
D 0000.158 16.4  52.8
D 0000.158 16.8  51.9
D 0000.158 16.9  52.7
D 0000.158 16.8  52.8
D 0000.158 16.9  52.5
D 0000.159 16.9  52.3
D 0000.158 17.0  52.1
D 0000.158 17.1  51.8
D 0000.158 16.6  52.4
D 0000.158 16.4  52.4
D 0000.158 17.3  52.9
D 0000.159 16.6  52.4
D 0000.158 17.3  52.1
D 0000.158 16.4  51.7
D 0000.158 17.2  52.7
D 0000.159 16.9  52.3
D 0000.158 16.6  52.3
# end 10345000
# iTOW 10349400
D 0000.159 17.1  52.3
D 0000.159 17.1  52.6
D 0000.158 17.2  53.1
D 0000.159 16.9  52.2
D 0000.159 16.9  52.3
D 0000.159 17.3  51.7
D 0000.158 17.3  52.2
D 0000.159 17.1  52.5
D 0000.158 16.8  52.4
D 0000.159 17.0  52.7
D 0000.159 17.1  52.8
D 0000.159 17.1  51.9
D 0000.158 16.8  52.2
D 0000.159 17.1  52.0
D 0000.158 16.7  52.0
D 0000.159 17.0  52.5
D 0000.159 17.2  52.3
D 0000.158 16.7  53.1
D 0000.158 17.0  52.7
D 0000.159 16.9  52.6
D 0000.158 16.8  52.4
D 0000.158 17.0  52.8
# end 10349400
# iTOW 10353600
D 0000.158 17.0  52.9
D 0000.158 16.8  52.7
D 0000.159 16.9  51.7
D 0000.158 17.1  52.3
D 0000.158 16.8  52.7
D 0000.158 17.1  53.2
D 0000.158 17.2  51.5
D 0000.158 17.0  52.7
D 0000.158 16.6  52.6
D 0000.158 17.5  51.7
D 0000.159 16.7  51.8
D 0000.158 17.2  52.3
D 0000.159 17.2  51.9
D 0000.158 17.3  52.8
D 0000.159 17.2  52.6
D 0000.158 17.1  52.8
D 0000.158 17.0  52.8
D 0000.159 16.9  52.6
D 0000.159 17.0  52.3
D 0000.159 16.9  52.1
D 0000.159 16.4  52.1
D 0000.159 17.1  52.5
# end 10353600
# iTOW 10357800
D 0000.159 16.9  52.0
D 0000.159 17.3  52.0
D 0000.159 16.6  52.8
D 0000.158 16.4  51.7
D 0000.159 17.1  52.2
D 0000.158 17.0  52.0
D 0000.159 16.7  53.0
D 0000.159 17.0  52.7
D 0000.159 17.3  51.9
D 0000.158 17.5  52.7
D 0000.159 16.9  52.3
D 0000.159 16.9  53.1
D 0000.159 17.1  52.2
D 0000.159 17.0  52.8
D 0000.158 17.2  51.9
D 0000.159 16.7  52.4
D 0000.159 17.1  52.0
D 0000.159 16.8  52.2
D 0000.159 16.9  52.7
D 0000.158 16.8  52.0
D 0000.159 17.0  52.0
D 0000.158 16.8  52.0
# end 10357800
# iTOW 10362200
D 0000.158 17.3  52.7
D 0000.158 17.3  52.8
D 0000.158 17.6  52.8
D 0000.158 17.3  51.9
D 0000.159 17.0  52.7
D 0000.159 17.1  52.7
D 0000.158 17.0  52.9
D 0000.158 16.4  51.7
D 0000.158 16.9  52.2
D 0000.159 17.1  52.5
D 0000.159 17.2  52.8
D 0000.158 17.0  52.5
D 0000.158 16.8  52.6
D 0000.159 16.9  52.7
D 0000.159 15.9  52.0
D 0000.159 16.9  52.1
D 0000.159 16.8  52.8
D 0000.158 16.8  52.7
D 0000.158 17.3  52.0
D 0000.159 17.1  52.3
D 0000.159 17.7  52.0
D 0000.159 16.4  51.5
# end 10362200
# iTOW 10366600
D 0000.158 17.2  51.7
D 0000.159 16.4  53.0
D 0000.159 16.9  52.2
D 0000.158 16.2  52.8
D 0000.159 16.4  52.7
D 0000.159 17.2  52.4
D 0000.159 17.4  52.2
D 0000.159 16.8  52.3
D 0000.159 17.0  52.2
D 0000.158 16.1  52.5
D 0000.158 16.8  52.8
D 0000.158 17.0  52.2
D 0000.159 17.1  51.9
D 0000.159 16.8  52.7
D 0000.159 17.1  52.3
D 0000.159 16.9  53.1
D 0000.159 17.2  52.6
D 0000.158 16.4  52.1
D 0000.158 16.2  52.7
D 0000.158 17.0  52.1
D 0000.159 17.2  53.0
D 0000.158 17.3  52.5
# end 10366600
# iTOW 10370800
D 0000.159 17.1  52.8
D 0000.159 17.4  52.9
D 0000.159 17.0  53.1
D 0000.159 17.3  51.9
D 0000.158 17.0  52.6
D 0000.159 16.8  52.5
D 0000.159 17.3  52.3
D 0000.158 16.8  52.3
D 0000.158 17.0  52.5
D 0000.158 17.1  52.3
D 0000.159 17.4  52.2
D 0000.159 16.9  52.7
D 0000.159 17.2  52.5
D 0000.158 17.0  52.5
D 0000.159 17.0  52.5
D 0000.158 17.0  52.6
D 0000.159 16.6  52.6
D 0000.159 17.2  52.2
D 0000.158 17.0  52.5
D 0000.159 17.1  53.0
D 0000.158 17.0  51.8
D 0000.159 17.3  51.9
# end 10370800
# iTOW 10375000
D 0000.158 16.4  52.0
D 0000.159 17.0  52.7
D 0000.158 17.4  52.0
D 0000.159 16.9  52.8
D 0000.159 16.8  52.2
D 0000.159 17.3  52.0
D 0000.158 17.0  51.9
D 0000.158 17.1  51.7
D 0000.159 17.4  52.1
D 0000.158 16.6  52.5
D 0000.159 17.0  52.3
D 0000.158 17.0  52.8
D 0000.159 17.3  52.3
D 0000.159 17.2  52.7
D 0000.159 17.1  52.4
D 0000.158 16.7  52.1
D 0000.159 16.8  53.1
D 0000.159 16.7  52.2
D 0000.158 17.2  52.1
D 0000.158 17.1  52.6
D 0000.158 16.9  52.7
D 0000.158 17.2  52.5
# end 10375000
# iTOW 10379400
D 0000.159 17.2  52.5
D 0000.159 16.7  52.4
D 0000.158 17.1  52.8
D 0000.158 17.0  52.6
D 0000.158 16.4  52.7
D 0000.159 17.1  52.4
D 0000.159 17.3  51.5
D 0000.159 16.4  52.3
D 0000.158 16.8  51.9
D 0000.158 17.2  52.3
D 0000.159 17.2  52.9
D 0000.158 17.0  52.8
D 0000.159 16.4  52.3
D 0000.158 16.8  52.1
D 0000.159 17.2  52.3
D 0000.158 16.6  52.2
D 0000.159 17.2  52.8
D 0000.159 17.0  51.7
D 0000.159 17.2  51.8
D 0000.159 16.1  52.6
D 0000.158 16.6  51.7
D 0000.158 16.7  51.7
# end 10379400
# iTOW 10383600
D 0000.158 17.0  52.7
D 0000.158 17.5  52.6
D 0000.158 16.8  52.6
D 0000.159 16.8  52.0
D 0000.158 17.2  52.2
D 0000.159 17.0  52.6
